,date,Flu,Influenza,Influenza A virus,Symptoms of influenza,Influenza symptoms,Type A influenza,Flu treatment,Influenza vaccine,Cough,hosp_Alabama,hosp_Alaska,hosp_Arizona,hosp_Arkansas,hosp_California,hosp_Colorado,hosp_Connecticut,hosp_Delaware,hosp_District of Columbia,hosp_Florida,hosp_Georgia,hosp_Hawaii,hosp_Idaho,hosp_Illinois,hosp_Indiana,hosp_Iowa,hosp_Kansas,hosp_Kentucky,hosp_Louisiana,hosp_Maine,hosp_Maryland,hosp_Massachusetts,hosp_Michigan,hosp_Minnesota,hosp_Mississippi,hosp_Missouri,hosp_Montana,hosp_Nebraska,hosp_Nevada,hosp_New Hampshire,hosp_New Jersey,hosp_New Mexico,hosp_New York,hosp_North Carolina,hosp_North Dakota,hosp_Ohio,hosp_Oklahoma,hosp_Oregon,hosp_Pennsylvania,hosp_Puerto Rico,hosp_Rhode Island,hosp_South Carolina,hosp_South Dakota,hosp_Tennessee,hosp_Texas,hosp_US,hosp_Utah,hosp_Vermont,hosp_Virginia,hosp_Washington,hosp_West Virginia,hosp_Wisconsin,hosp_Wyoming,file_name
103,2017-06-24,64.71428571428571,2356.285714285714,536.0,0.2857142857142857,1.1428571428571428,0.1428571428571428,0.1428571428571428,353.2857142857143,581.7142857142857,0.0,11.0,0.0,0.0,90.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,5.0,0.0,0.0,8.0,72.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,536.0,12.0,0.0,0.0,2.0,0.0,4.0,0.0,hospitalizations-2025-02-12.csv
104,2017-07-01,62.285714285714285,2340.714285714286,561.8571428571429,0.7142857142857143,1.2857142857142858,0.0,0.4285714285714285,352.85714285714283,650.5714285714286,0.0,7.0,0.0,0.0,82.0,0.0,8.0,0.0,15.0,34.0,0.0,4.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,32.0,21.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,1.0,0.0,8.0,0.0,0.0,469.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,hospitalizations-2025-02-12.csv
105,2017-07-08,64.0,2408.714285714286,647.5714285714286,1.0,1.0,0.1428571428571428,0.8571428571428571,329.0,589.1428571428571,0.0,7.0,0.0,2.0,27.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,71.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
106,2017-07-15,69.28571428571429,2422.285714285714,731.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.2857142857142857,353.2857142857143,584.1428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
107,2017-07-22,67.0,2594.285714285714,763.0,0.0,1.8571428571428568,0.4285714285714285,0.5714285714285714,378.4285714285714,579.7142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
108,2017-07-29,59.57142857142857,2687.428571428572,930.1428571428572,1.0,2.0,0.4285714285714285,0.0,399.1428571428572,553.5714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
109,2017-08-05,65.71428571428571,2617.8571428571427,837.2857142857143,0.4285714285714285,1.1428571428571428,0.4285714285714285,0.8571428571428571,444.0,584.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,24.0,0.0,0.0,5.0,6.0,0.0,0.0,13.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
110,2017-08-12,69.14285714285714,2669.1428571428573,886.1428571428571,2.2857142857142856,0.8571428571428571,0.2857142857142857,1.7142857142857142,477.4285714285714,596.2857142857143,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,95.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,57.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
111,2017-08-19,63.0,2804.285714285714,865.7142857142857,2.857142857142857,1.8571428571428568,0.1428571428571428,0.8571428571428571,532.8571428571429,575.1428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,39.0,0.0,0.0,4.0,4.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
112,2017-08-26,63.285714285714285,2678.285714285714,820.4285714285714,1.0,1.7142857142857142,0.0,0.7142857142857143,512.0,574.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,15.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,114.0,47.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,134.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,hospitalizations-2025-02-12.csv
113,2017-09-02,62.285714285714285,2722.428571428572,826.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.8571428571428568,537.2857142857143,585.7142857142857,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,12.0,21.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,75.0,10.0,0.0,0.0,2.0,1.0,0.0,402.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,hospitalizations-2025-02-12.csv
114,2017-09-09,66.14285714285714,3218.428571428572,754.5714285714286,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.1428571428571428,611.4285714285714,654.5714285714286,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,4.0,29.0,14.0,1.0,0.0,0.0,14.0,9.0,52.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,14.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,23.0,43.0,0.0,0.0,0.0,5.0,9.0,67.0,636.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,hospitalizations-2025-02-12.csv
115,2017-09-16,77.0,3503.0,789.7142857142857,0.4285714285714285,0.7142857142857143,0.1428571428571428,0.7142857142857143,781.2857142857143,679.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,63.0,13.0,0.0,4.0,0.0,15.0,8.0,39.0,1.0,0.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,5.0,106.0,14.0,0.0,0.0,23.0,8.0,91.0,0.0,0.0,7.0,1.0,12.0,34.0,871.0,0.0,5.0,7.0,15.0,5.0,5.0,0.0,hospitalizations-2025-02-12.csv
116,2017-09-23,89.85714285714286,3463.8571428571427,819.5714285714286,0.4285714285714285,0.5714285714285714,0.8571428571428571,0.4285714285714285,919.4285714285714,666.5714285714286,13.0,3.0,7.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,4.0,11.0,0.0,56.0,34.0,0.0,13.0,0.0,16.0,0.0,32.0,0.0,0.0,9.0,11.0,19.0,3.0,1.0,18.0,1.0,36.0,0.0,68.0,20.0,0.0,7.0,15.0,11.0,91.0,3.0,0.0,0.0,0.0,10.0,88.0,1239.0,10.0,0.0,22.0,11.0,7.0,2.0,0.0,hospitalizations-2025-02-12.csv
117,2017-09-30,80.0,3336.8571428571427,786.8571428571429,0.8571428571428571,0.8571428571428571,0.4285714285714285,1.0,1006.7142857142856,788.2857142857143,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,36.0,40.0,37.0,22.0,0.0,17.0,2.0,19.0,0.0,0.0,11.0,8.0,23.0,1.0,9.0,28.0,0.0,10.0,0.0,0.0,62.0,0.0,13.0,14.0,0.0,61.0,4.0,1.0,0.0,0.0,0.0,110.0,1206.0,8.0,1.0,24.0,63.0,7.0,53.0,0.0,hospitalizations-2025-02-12.csv
118,2017-10-07,91.85714285714286,3676.571428571429,731.5714285714286,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.4285714285714285,1195.571428571429,761.0,42.0,0.0,26.0,14.0,0.0,1.0,17.0,2.0,0.0,0.0,22.0,13.0,0.0,87.0,19.0,11.0,19.0,4.0,19.0,18.0,6.0,18.0,25.0,0.0,7.0,39.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,2.0,9.0,11.0,7.0,111.0,0.0,0.0,11.0,8.0,15.0,311.0,1541.0,8.0,0.0,25.0,10.0,13.0,93.0,1.0,hospitalizations-2025-02-12.csv
119,2017-10-14,94.28571428571428,3827.428571428572,841.2857142857143,1.0,1.4285714285714286,0.2857142857142857,0.2857142857142857,1234.428571428571,712.7142857142857,39.0,4.0,43.0,6.0,55.0,10.0,10.0,0.0,0.0,0.0,4.0,7.0,0.0,103.0,37.0,4.0,16.0,8.0,19.0,12.0,0.0,0.0,25.0,35.0,16.0,47.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,88.0,0.0,29.0,39.0,24.0,144.0,0.0,1.0,21.0,7.0,11.0,366.0,1876.0,8.0,0.0,38.0,45.0,12.0,82.0,1.0,hospitalizations-2025-02-12.csv
120,2017-10-21,96.57142857142856,6137.714285714285,742.4285714285714,1.0,1.0,0.1428571428571428,0.7142857142857143,1117.7142857142858,738.7142857142857,34.0,3.0,47.0,9.0,35.0,1.0,16.0,1.0,0.0,0.0,0.0,2.0,4.0,82.0,30.0,21.0,17.0,8.0,27.0,17.0,30.0,9.0,21.0,9.0,17.0,69.0,6.0,0.0,0.0,2.0,0.0,0.0,43.0,80.0,0.0,13.0,40.0,19.0,161.0,11.0,2.0,27.0,5.0,16.0,390.0,2143.0,14.0,0.0,60.0,0.0,18.0,89.0,2.0,hospitalizations-2025-02-12.csv
121,2017-10-28,90.85714285714286,3595.714285714286,690.1428571428571,0.7142857142857143,1.1428571428571428,0.2857142857142857,0.7142857142857143,1215.428571428571,771.7142857142857,30.0,0.0,72.0,6.0,74.0,0.0,29.0,3.0,1.0,0.0,0.0,5.0,3.0,105.0,38.0,4.0,22.0,12.0,21.0,15.0,30.0,0.0,31.0,13.0,16.0,40.0,1.0,0.0,7.0,4.0,0.0,0.0,35.0,98.0,0.0,18.0,40.0,20.0,118.0,0.0,2.0,49.0,9.0,12.0,415.0,2043.0,11.0,0.0,43.0,69.0,13.0,70.0,2.0,hospitalizations-2025-02-12.csv
122,2017-11-04,90.28571428571428,3610.571428571429,763.1428571428571,0.4285714285714285,1.7142857142857142,0.1428571428571428,0.2857142857142857,1297.142857142857,793.2857142857143,34.0,2.0,78.0,8.0,117.0,0.0,40.0,4.0,10.0,0.0,0.0,11.0,1.0,108.0,32.0,18.0,32.0,15.0,24.0,16.0,29.0,0.0,47.0,42.0,12.0,63.0,4.0,0.0,6.0,5.0,0.0,1.0,8.0,70.0,1.0,45.0,38.0,10.0,126.0,19.0,3.0,34.0,11.0,14.0,372.0,2411.0,23.0,2.0,51.0,9.0,20.0,75.0,3.0,hospitalizations-2025-02-12.csv
123,2017-11-11,91.42857142857144,3797.428571428572,822.4285714285714,1.4285714285714286,1.8571428571428568,0.2857142857142857,1.0,1182.857142857143,820.0,31.0,4.0,72.0,11.0,140.0,0.0,19.0,4.0,5.0,0.0,0.0,6.0,5.0,139.0,41.0,14.0,28.0,15.0,30.0,22.0,30.0,0.0,45.0,31.0,21.0,74.0,5.0,0.0,6.0,4.0,0.0,5.0,20.0,48.0,1.0,78.0,59.0,76.0,149.0,1.0,2.0,51.0,10.0,9.0,418.0,2612.0,24.0,2.0,52.0,5.0,21.0,70.0,4.0,hospitalizations-2025-02-12.csv
124,2017-11-18,128.14285714285714,3906.571428571429,909.1428571428572,0.8571428571428571,2.0,0.5714285714285714,1.1428571428571428,1036.428571428571,896.4285714285714,44.0,1.0,75.0,17.0,265.0,0.0,21.0,5.0,13.0,0.0,10.0,4.0,1.0,122.0,39.0,16.0,27.0,17.0,33.0,14.0,43.0,0.0,40.0,56.0,29.0,43.0,1.0,4.0,0.0,6.0,0.0,6.0,98.0,68.0,0.0,28.0,41.0,49.0,150.0,0.0,2.0,48.0,10.0,24.0,433.0,2847.0,26.0,1.0,68.0,6.0,12.0,74.0,1.0,hospitalizations-2025-02-12.csv
125,2017-11-25,97.57142857142856,3697.857142857143,889.1428571428571,1.4285714285714286,1.5714285714285714,0.2857142857142857,1.7142857142857142,866.2857142857143,820.8571428571429,68.0,1.0,79.0,16.0,358.0,14.0,38.0,5.0,15.0,41.0,32.0,14.0,13.0,143.0,60.0,7.0,31.0,19.0,40.0,6.0,97.0,29.0,36.0,83.0,33.0,84.0,4.0,1.0,14.0,1.0,0.0,18.0,63.0,118.0,0.0,51.0,76.0,72.0,200.0,9.0,2.0,48.0,14.0,38.0,546.0,3584.0,41.0,4.0,85.0,0.0,17.0,101.0,3.0,hospitalizations-2025-02-12.csv
126,2017-12-02,105.71428571428572,3962.142857142857,994.5714285714286,1.0,4.0,0.0,1.0,996.1428571428572,808.7142857142857,38.0,5.0,120.0,11.0,218.0,1.0,15.0,3.0,9.0,5.0,0.0,11.0,5.0,143.0,16.0,9.0,27.0,20.0,37.0,16.0,68.0,19.0,21.0,18.0,32.0,45.0,3.0,0.0,9.0,12.0,0.0,2.0,96.0,116.0,0.0,22.0,54.0,71.0,152.0,8.0,2.0,47.0,11.0,24.0,491.0,3182.0,16.0,5.0,78.0,0.0,18.0,69.0,2.0,hospitalizations-2025-02-12.csv
127,2017-12-09,119.85714285714286,4373.142857142857,1273.7142857142858,0.7142857142857143,4.142857142857143,0.7142857142857143,1.4285714285714286,974.4285714285714,785.1428571428571,48.0,0.0,113.0,19.0,238.0,25.0,39.0,3.0,12.0,5.0,13.0,7.0,1.0,159.0,56.0,0.0,24.0,17.0,27.0,14.0,57.0,21.0,32.0,74.0,27.0,42.0,3.0,3.0,19.0,12.0,0.0,10.0,153.0,114.0,0.0,72.0,52.0,21.0,196.0,18.0,2.0,17.0,11.0,50.0,497.0,3349.0,20.0,1.0,89.0,17.0,18.0,50.0,3.0,hospitalizations-2025-02-12.csv
128,2017-12-16,124.42857142857144,4673.571428571428,1879.142857142857,1.1428571428571428,3.4285714285714284,0.5714285714285714,0.2857142857142857,770.2857142857143,817.8571428571429,58.0,0.0,120.0,17.0,273.0,0.0,46.0,3.0,13.0,0.0,74.0,10.0,11.0,161.0,86.0,8.0,26.0,20.0,33.0,12.0,80.0,18.0,57.0,59.0,29.0,77.0,3.0,0.0,21.0,10.0,0.0,12.0,110.0,139.0,3.0,42.0,37.0,37.0,219.0,14.0,2.0,13.0,13.0,36.0,516.0,3852.0,33.0,5.0,98.0,4.0,27.0,74.0,3.0,hospitalizations-2025-02-12.csv
129,2017-12-23,125.71428571428572,4611.571428571428,2470.428571428572,0.7142857142857143,2.857142857142857,0.5714285714285714,1.4285714285714286,655.4285714285714,802.5714285714286,62.0,0.0,171.0,25.0,549.0,23.0,57.0,0.0,24.0,61.0,110.0,5.0,1.0,227.0,107.0,26.0,26.0,21.0,47.0,12.0,114.0,70.0,57.0,131.0,38.0,95.0,5.0,0.0,25.0,10.0,0.0,15.0,254.0,210.0,5.0,80.0,66.0,26.0,283.0,18.0,2.0,11.0,16.0,37.0,583.0,5292.0,43.0,6.0,120.0,27.0,22.0,93.0,1.0,hospitalizations-2025-02-12.csv
130,2017-12-30,148.85714285714286,6386.142857142857,3029.8571428571427,1.7142857142857142,4.428571428571429,0.5714285714285714,2.571428571428572,744.4285714285714,868.5714285714286,51.0,0.0,135.0,19.0,682.0,53.0,73.0,4.0,19.0,81.0,62.0,10.0,9.0,212.0,129.0,51.0,31.0,19.0,42.0,27.0,133.0,62.0,63.0,82.0,30.0,94.0,6.0,0.0,31.0,13.0,7.0,14.0,227.0,202.0,5.0,74.0,70.0,25.0,312.0,18.0,5.0,15.0,13.0,33.0,625.0,5191.0,50.0,10.0,116.0,47.0,25.0,86.0,4.0,hospitalizations-2025-02-12.csv
131,2018-01-06,217.42857142857144,8569.142857142857,4021.428571428572,2.0,6.714285714285714,0.7142857142857143,2.2857142857142856,1096.0,1002.0,48.0,0.0,148.0,17.0,397.0,43.0,64.0,5.0,23.0,18.0,32.0,1.0,21.0,198.0,58.0,30.0,32.0,22.0,36.0,11.0,79.0,45.0,64.0,0.0,19.0,88.0,2.0,0.0,24.0,9.0,16.0,8.0,92.0,118.0,0.0,60.0,43.0,46.0,241.0,12.0,5.0,16.0,14.0,37.0,522.0,3952.0,25.0,7.0,96.0,24.0,17.0,83.0,4.0,hospitalizations-2025-02-12.csv
132,2018-01-13,247.0,9424.714285714286,5213.0,2.142857142857143,8.428571428571429,1.4285714285714286,2.7142857142857144,1521.7142857142858,1040.142857142857,48.0,0.0,149.0,27.0,386.0,30.0,69.0,4.0,11.0,45.0,30.0,7.0,17.0,243.0,21.0,19.0,21.0,21.0,41.0,11.0,114.0,51.0,26.0,0.0,13.0,68.0,1.0,0.0,16.0,12.0,5.0,12.0,321.0,134.0,4.0,71.0,51.0,69.0,215.0,11.0,7.0,17.0,15.0,70.0,467.0,3952.0,43.0,6.0,91.0,53.0,16.0,64.0,3.0,hospitalizations-2025-02-12.csv
133,2018-01-20,258.1428571428572,9315.285714285714,5201.285714285715,4.0,10.0,1.1428571428571428,5.714285714285714,1716.2857142857142,987.2857142857144,61.0,0.0,166.0,29.0,468.0,34.0,71.0,2.0,6.0,138.0,43.0,14.0,16.0,213.0,57.0,4.0,22.0,13.0,43.0,14.0,104.0,64.0,57.0,2.0,22.0,81.0,3.0,0.0,26.0,10.0,17.0,19.0,215.0,146.0,0.0,44.0,70.0,86.0,227.0,21.0,9.0,19.0,16.0,73.0,482.0,4387.0,44.0,7.0,87.0,78.0,19.0,99.0,4.0,hospitalizations-2025-02-12.csv
134,2018-01-27,259.2857142857143,9490.714285714286,5232.428571428572,2.857142857142857,11.714285714285714,1.0,4.857142857142857,1998.857142857143,967.1428571428572,58.0,1.0,194.0,41.0,518.0,25.0,81.0,2.0,10.0,253.0,52.0,22.0,25.0,238.0,65.0,17.0,28.0,16.0,38.0,11.0,83.0,80.0,48.0,8.0,28.0,69.0,5.0,0.0,25.0,12.0,33.0,20.0,166.0,114.0,0.0,61.0,66.0,86.0,244.0,42.0,10.0,15.0,15.0,43.0,567.0,4588.0,63.0,9.0,71.0,71.0,22.0,56.0,3.0,hospitalizations-2025-02-12.csv
135,2018-02-03,233.57142857142856,8636.714285714286,4813.0,1.7142857142857142,10.571428571428571,0.7142857142857143,2.857142857142857,1612.857142857143,932.7142857142856,61.0,0.0,232.0,39.0,682.0,43.0,78.0,4.0,8.0,267.0,51.0,13.0,36.0,276.0,40.0,16.0,34.0,24.0,43.0,18.0,23.0,96.0,73.0,24.0,23.0,57.0,5.0,0.0,30.0,15.0,23.0,23.0,188.0,125.0,5.0,67.0,64.0,89.0,242.0,57.0,15.0,29.0,18.0,63.0,552.0,4856.0,67.0,3.0,57.0,95.0,15.0,74.0,5.0,hospitalizations-2025-02-12.csv
136,2018-02-10,229.7142857142857,8117.714285714285,3939.285714285714,2.7142857142857144,7.142857142857143,0.7142857142857143,1.0,1490.142857142857,961.5714285714286,58.0,4.0,304.0,45.0,908.0,48.0,103.0,2.0,9.0,308.0,52.0,30.0,19.0,311.0,62.0,18.0,33.0,35.0,46.0,12.0,95.0,84.0,122.0,32.0,36.0,98.0,6.0,1.0,42.0,17.0,75.0,34.0,342.0,174.0,7.0,94.0,79.0,79.0,237.0,51.0,14.0,44.0,29.0,58.0,616.0,5895.0,79.0,8.0,68.0,138.0,28.0,83.0,7.0,hospitalizations-2025-02-12.csv
137,2018-02-17,190.57142857142856,6678.428571428572,3424.8571428571427,2.0,3.857142857142857,0.5714285714285714,1.1428571428571428,1085.7142857142858,881.7142857142857,78.0,8.0,303.0,48.0,1072.0,57.0,92.0,1.0,10.0,423.0,89.0,32.0,35.0,374.0,99.0,45.0,49.0,52.0,54.0,13.0,168.0,93.0,168.0,125.0,36.0,100.0,6.0,1.0,56.0,18.0,98.0,38.0,194.0,225.0,9.0,125.0,69.0,109.0,203.0,33.0,18.0,62.0,24.0,124.0,702.0,6665.0,107.0,15.0,96.0,173.0,26.0,111.0,8.0,hospitalizations-2025-02-12.csv
138,2018-02-24,142.57142857142858,5604.0,2372.1428571428573,1.5714285714285714,3.4285714285714284,0.2857142857142857,0.7142857142857143,796.2857142857143,875.8571428571429,91.0,9.0,314.0,54.0,842.0,59.0,93.0,11.0,17.0,416.0,108.0,45.0,21.0,375.0,141.0,53.0,51.0,82.0,62.0,11.0,118.0,94.0,241.0,121.0,49.0,96.0,5.0,6.0,60.0,21.0,73.0,39.0,360.0,295.0,5.0,145.0,72.0,97.0,299.0,34.0,20.0,77.0,23.0,135.0,491.0,6933.0,111.0,7.0,118.0,155.0,41.0,136.0,8.0,hospitalizations-2025-02-12.csv
139,2018-03-03,127.28571428571428,5026.285714285715,1577.571428571429,1.4285714285714286,3.857142857142857,0.8571428571428571,1.5714285714285714,675.8571428571429,855.8571428571429,116.0,9.0,295.0,73.0,810.0,61.0,86.0,16.0,23.0,337.0,126.0,49.0,27.0,405.0,179.0,63.0,61.0,76.0,73.0,12.0,111.0,107.0,268.0,142.0,52.0,121.0,11.0,12.0,73.0,22.0,143.0,51.0,444.0,281.0,4.0,143.0,59.0,105.0,350.0,26.0,18.0,77.0,18.0,135.0,531.0,7569.0,87.0,12.0,156.0,130.0,42.0,162.0,9.0,hospitalizations-2025-02-12.csv
140,2018-03-10,104.0,4645.428571428572,1364.428571428571,1.5714285714285714,3.7142857142857135,0.8571428571428571,0.5714285714285714,614.4285714285714,830.5714285714286,138.0,18.0,242.0,83.0,830.0,61.0,89.0,25.0,24.0,382.0,170.0,64.0,31.0,378.0,234.0,48.0,67.0,91.0,71.0,17.0,112.0,157.0,275.0,184.0,60.0,131.0,6.0,13.0,67.0,30.0,185.0,41.0,444.0,272.0,9.0,224.0,79.0,130.0,524.0,33.0,24.0,87.0,23.0,140.0,445.0,8105.0,91.0,15.0,187.0,108.0,47.0,179.0,11.0,hospitalizations-2025-02-12.csv
141,2018-03-17,95.42857142857144,4027.285714285714,1215.857142857143,1.1428571428571428,3.857142857142857,0.4285714285714285,0.8571428571428571,546.2857142857143,757.7142857142857,105.0,29.0,205.0,65.0,651.0,59.0,65.0,21.0,25.0,246.0,103.0,61.0,39.0,311.0,156.0,34.0,54.0,81.0,53.0,32.0,87.0,135.0,236.0,114.0,44.0,116.0,23.0,3.0,73.0,31.0,207.0,45.0,499.0,275.0,11.0,160.0,58.0,121.0,332.0,25.0,22.0,55.0,17.0,92.0,406.0,6866.0,81.0,15.0,176.0,82.0,37.0,145.0,14.0,hospitalizations-2025-02-12.csv
142,2018-03-24,97.0,3791.857142857143,992.8571428571428,0.7142857142857143,2.571428571428572,0.7142857142857143,1.1428571428571428,591.1428571428571,739.7142857142857,106.0,22.0,172.0,60.0,577.0,66.0,68.0,23.0,20.0,203.0,130.0,53.0,21.0,243.0,112.0,39.0,45.0,56.0,55.0,23.0,44.0,122.0,220.0,99.0,40.0,123.0,8.0,7.0,27.0,29.0,151.0,36.0,370.0,249.0,7.0,164.0,66.0,39.0,371.0,23.0,21.0,61.0,19.0,117.0,369.0,6129.0,50.0,12.0,144.0,141.0,35.0,139.0,12.0,hospitalizations-2025-02-12.csv
143,2018-03-31,92.57142857142856,3425.5714285714284,930.8571428571428,0.8571428571428571,3.2857142857142856,0.1428571428571428,0.5714285714285714,478.4285714285714,670.1428571428571,115.0,23.0,156.0,54.0,510.0,55.0,68.0,14.0,19.0,190.0,119.0,42.0,20.0,212.0,78.0,41.0,43.0,52.0,46.0,29.0,27.0,120.0,199.0,51.0,39.0,125.0,6.0,7.0,20.0,32.0,91.0,32.0,166.0,220.0,9.0,128.0,33.0,93.0,262.0,2.0,18.0,46.0,16.0,118.0,329.0,5526.0,63.0,12.0,121.0,91.0,41.0,144.0,10.0,hospitalizations-2025-02-12.csv
144,2018-04-07,81.14285714285714,3232.0,852.1428571428571,0.5714285714285714,2.7142857142857144,0.2857142857142857,0.4285714285714285,544.7142857142857,689.4285714285714,91.0,19.0,146.0,49.0,253.0,48.0,63.0,12.0,10.0,124.0,88.0,43.0,20.0,151.0,59.0,24.0,46.0,44.0,37.0,16.0,21.0,89.0,105.0,66.0,29.0,88.0,9.0,1.0,24.0,25.0,60.0,20.0,125.0,202.0,12.0,99.0,44.0,95.0,207.0,8.0,17.0,31.0,15.0,73.0,259.0,4454.0,56.0,12.0,102.0,84.0,35.0,100.0,8.0,hospitalizations-2025-02-12.csv
145,2018-04-14,74.0,3206.714285714286,759.7142857142857,1.5714285714285714,2.4285714285714284,0.4285714285714285,0.0,541.4285714285714,661.1428571428571,72.0,14.0,151.0,61.0,183.0,43.0,60.0,5.0,9.0,95.0,74.0,26.0,7.0,127.0,32.0,21.0,42.0,45.0,26.0,26.0,22.0,74.0,134.0,62.0,33.0,79.0,5.0,0.0,15.0,21.0,99.0,12.0,157.0,183.0,8.0,68.0,53.0,27.0,231.0,7.0,13.0,40.0,15.0,105.0,332.0,4220.0,35.0,6.0,107.0,61.0,38.0,85.0,3.0,hospitalizations-2025-02-12.csv
